"code_departement","annee","type_alerte","nb_alertes"
"01",2010,"Gel",151
"02",2010,"Gel",120
"03",2010,"Gel",134
"04",2010,"Gel",236
"05",2010,"Gel",269
"06",2010,"Gel",226
"07",2010,"Gel",161
"08",2010,"Gel",131
"09",2010,"Gel",203
"10",2010,"Gel",115
"12",2010,"Gel",168
"14",2010,"Gel",112
"15",2010,"Gel",167
"16",2010,"Gel",103
"17",2010,"Gel",95
"18",2010,"Gel",114
"19",2010,"Gel",140
"21",2010,"Gel",125
"22",2010,"Gel",97
"23",2010,"Gel",139
"24",2010,"Gel",97
"25",2010,"Gel",179
"26",2010,"Gel",161
"27",2010,"Gel",110
"28",2010,"Gel",127
"29",2010,"Gel",93
"2A",2010,"Gel",150
"2A",2010,"Inondation",31
"2B",2010,"Gel",144
"2B",2010,"Inondation",22
"30",2010,"Gel",171
"31",2010,"Gel",196
"33",2010,"Gel",108
"35",2010,"Gel",97
"36",2010,"Gel",107
"37",2010,"Gel",100
"38",2010,"Gel",275
"39",2010,"Gel",162
"41",2010,"Gel",117
"42",2010,"Gel",167
"43",2010,"Gel",179
"45",2010,"Gel",102
"48",2010,"Gel",185
"49",2010,"Gel",90
"50",2010,"Gel",95
"51",2010,"Gel",130
"52",2010,"Gel",141
"53",2010,"Gel",107
"54",2010,"Gel",128
"55",2010,"Gel",126
"56",2010,"Gel",103
"57",2010,"Gel",133
"58",2010,"Gel",127
"59",2010,"Gel",94
"60",2010,"Gel",113
"61",2010,"Gel",125
"62",2010,"Gel",92
"63",2010,"Gel",179
"64",2010,"Gel",180
"65",2010,"Gel",251
"66",2010,"Gel",215
"67",2010,"Gel",145
"68",2010,"Gel",156
"69",2010,"Gel",121
"70",2010,"Gel",159
"71",2010,"Gel",128
"72",2010,"Gel",97
"73",2010,"Gel",283
"73",2010,"Inondation",14
"74",2010,"Gel",350
"75",2010,"Gel",84
"76",2010,"Gel",92
"77",2010,"Gel",106
"78",2010,"Gel",99
"79",2010,"Gel",95
"80",2010,"Gel",109
"81",2010,"Gel",117
"84",2010,"Gel",159
"86",2010,"Gel",101
"87",2010,"Gel",116
"88",2010,"Gel",145
"89",2010,"Gel",117
"90",2010,"Gel",148
"91",2010,"Gel",96
"95",2010,"Gel",91
"05",2010,"Inondation",16
"11",2010,"Gel",119
"13",2010,"Gel",95
"32",2010,"Gel",87
"34",2010,"Gel",108
"40",2010,"Gel",89
"44",2010,"Gel",81
"46",2010,"Gel",104
"47",2010,"Gel",101
"82",2010,"Gel",92
"83",2010,"Gel",120
"85",2010,"Gel",83
"92",2010,"Gel",62
"93",2010,"Gel",72
"94",2010,"Gel",69
"11",2010,"Inondation",14
"13",2010,"Inondation",7
"66",2010,"Inondation",19
"83",2010,"Inondation",21
"84",2010,"Inondation",17
"30",2010,"Inondation",30
"50",2010,"Inondation",7
"07",2010,"Inondation",26
"09",2010,"Inondation",12
"12",2010,"Inondation",11
"31",2010,"Inondation",11
"34",2010,"Inondation",22
"40",2010,"Inondation",10
"48",2010,"Inondation",24
"64",2010,"Inondation",22
"65",2010,"Inondation",17
"01",2010,"Inondation",13
"15",2010,"Inondation",19
"38",2010,"Inondation",20
"81",2010,"Inondation",12
"06",2010,"Inondation",22
"29",2010,"Inondation",12
"68",2010,"Inondation",14
"74",2010,"Inondation",16
"90",2010,"Inondation",7
"22",2010,"Inondation",7
"56",2010,"Inondation",9
"64",2010,"Sécheresse",110
"2A",2010,"Sécheresse",147
"04",2010,"Inondation",14
"40",2010,"Sécheresse",126
"09",2010,"Sécheresse",113
"31",2010,"Sécheresse",107
"65",2010,"Sécheresse",102
"07",2010,"Sécheresse",133
"23",2010,"Inondation",11
"87",2010,"Inondation",8
"46",2010,"Sécheresse",117
"26",2010,"Inondation",14
"11",2010,"Sécheresse",138
"26",2010,"Sécheresse",129
"30",2010,"Sécheresse",147
"34",2010,"Sécheresse",142
"66",2010,"Sécheresse",148
"83",2010,"Sécheresse",144
"16",2010,"Sécheresse",100
"24",2010,"Sécheresse",115
"33",2010,"Sécheresse",119
"47",2010,"Sécheresse",112
"13",2010,"Sécheresse",133
"36",2010,"Sécheresse",95
"81",2010,"Sécheresse",116
"82",2010,"Sécheresse",117
"84",2010,"Sécheresse",137
"04",2010,"Sécheresse",123
"12",2010,"Sécheresse",108
"17",2010,"Sécheresse",94
"19",2010,"Sécheresse",98
"32",2010,"Sécheresse",112
"38",2010,"Sécheresse",108
"42",2010,"Sécheresse",107
"48",2010,"Sécheresse",98
"15",2010,"Sécheresse",99
"43",2010,"Sécheresse",80
"69",2010,"Sécheresse",101
"03",2010,"Sécheresse",91
"08",2010,"Sécheresse",67
"18",2010,"Sécheresse",88
"25",2010,"Sécheresse",75
"27",2010,"Sécheresse",72
"39",2010,"Sécheresse",81
"41",2010,"Sécheresse",83
"45",2010,"Sécheresse",79
"51",2010,"Sécheresse",64
"52",2010,"Sécheresse",68
"58",2010,"Sécheresse",88
"68",2010,"Sécheresse",74
"70",2010,"Sécheresse",72
"71",2010,"Sécheresse",92
"72",2010,"Sécheresse",82
"73",2010,"Sécheresse",94
"75",2010,"Sécheresse",72
"88",2010,"Sécheresse",69
"89",2010,"Sécheresse",87
"92",2010,"Sécheresse",69
"94",2010,"Sécheresse",74
"95",2010,"Sécheresse",81
"01",2010,"Sécheresse",92
"02",2010,"Sécheresse",57
"05",2010,"Sécheresse",109
"21",2010,"Sécheresse",67
"55",2010,"Sécheresse",57
"57",2010,"Sécheresse",61
"67",2010,"Sécheresse",64
"74",2010,"Sécheresse",80
"90",2010,"Sécheresse",51
"06",2010,"Sécheresse",125
"2B",2010,"Sécheresse",135
"10",2010,"Sécheresse",71
"14",2010,"Sécheresse",57
"22",2010,"Sécheresse",56
"23",2010,"Sécheresse",67
"28",2010,"Sécheresse",75
"29",2010,"Sécheresse",44
"35",2010,"Sécheresse",60
"37",2010,"Sécheresse",85
"44",2010,"Sécheresse",76
"49",2010,"Sécheresse",84
"50",2010,"Sécheresse",43
"53",2010,"Sécheresse",72
"56",2010,"Sécheresse",61
"59",2010,"Sécheresse",47
"60",2010,"Sécheresse",52
"61",2010,"Sécheresse",59
"62",2010,"Sécheresse",41
"63",2010,"Sécheresse",75
"76",2010,"Sécheresse",55
"77",2010,"Sécheresse",68
"78",2010,"Sécheresse",67
"79",2010,"Sécheresse",94
"80",2010,"Sécheresse",48
"85",2010,"Sécheresse",82
"86",2010,"Sécheresse",87
"87",2010,"Sécheresse",78
"91",2010,"Sécheresse",66
"93",2010,"Sécheresse",65
"54",2010,"Sécheresse",49
"42",2010,"Inondation",9
"32",2010,"Inondation",7
"63",2010,"Inondation",17
"02",2010,"Inondation",7
"60",2010,"Inondation",4
"76",2010,"Inondation",4
"10",2010,"Inondation",3
"19",2010,"Inondation",9
"57",2010,"Inondation",4
"70",2010,"Inondation",9
"39",2010,"Inondation",13
"21",2010,"Inondation",7
"25",2010,"Inondation",11
"43",2010,"Inondation",10
"69",2010,"Inondation",6
"03",2010,"Inondation",7
"24",2010,"Inondation",5
"46",2010,"Inondation",9
"47",2010,"Inondation",2
"58",2010,"Inondation",7
"71",2010,"Inondation",10
"82",2010,"Inondation",5
"88",2010,"Inondation",11
"14",2010,"Inondation",5
"27",2010,"Inondation",3
"28",2010,"Inondation",3
"41",2010,"Inondation",4
"54",2010,"Inondation",3
"61",2010,"Inondation",3
"85",2010,"Inondation",2
"86",2010,"Inondation",2
"36",2010,"Inondation",3
"75",2010,"Inondation",3
"78",2010,"Inondation",3
"94",2010,"Inondation",3
"16",2010,"Inondation",2
"17",2010,"Inondation",3
"33",2010,"Inondation",3
"67",2010,"Inondation",5
"18",2010,"Inondation",1
"77",2010,"Inondation",4
"89",2010,"Inondation",4
"59",2010,"Inondation",4
"91",2010,"Inondation",1
"92",2010,"Inondation",1
"93",2010,"Inondation",2
"95",2010,"Inondation",2
"45",2010,"Inondation",6
"51",2010,"Inondation",3
"08",2010,"Inondation",3
"52",2010,"Inondation",3
"55",2010,"Inondation",4
"80",2010,"Inondation",5
"35",2010,"Inondation",2
"37",2010,"Inondation",2
"44",2010,"Inondation",3
"49",2010,"Inondation",3
"72",2010,"Inondation",3
"62",2010,"Inondation",2
"79",2010,"Inondation",1
"53",2010,"Inondation",1
"01",2011,"Gel",132
"02",2011,"Gel",68
"03",2011,"Gel",96
"04",2011,"Gel",220
"05",2011,"Gel",266
"06",2011,"Gel",201
"07",2011,"Gel",141
"08",2011,"Gel",98
"09",2011,"Gel",158
"10",2011,"Gel",83
"11",2011,"Gel",87
"12",2011,"Gel",122
"14",2011,"Gel",49
"15",2011,"Gel",138
"16",2011,"Gel",62
"18",2011,"Gel",84
"19",2011,"Gel",119
"21",2011,"Gel",89
"22",2011,"Gel",40
"23",2011,"Gel",105
"25",2011,"Gel",168
"26",2011,"Gel",145
"27",2011,"Gel",57
"28",2011,"Gel",79
"29",2011,"Gel",34
"2A",2011,"Gel",162
"2B",2011,"Gel",111
"30",2011,"Gel",119
"31",2011,"Gel",183
"33",2011,"Gel",65
"34",2011,"Gel",80
"35",2011,"Gel",38
"36",2011,"Gel",72
"37",2011,"Gel",47
"38",2011,"Gel",265
"39",2011,"Gel",140
"40",2011,"Gel",60
"41",2011,"Gel",68
"42",2011,"Gel",139
"43",2011,"Gel",156
"44",2011,"Gel",29
"45",2011,"Gel",67
"47",2011,"Gel",62
"48",2011,"Gel",164
"49",2011,"Gel",38
"50",2011,"Gel",44
"51",2011,"Gel",95
"52",2011,"Gel",104
"53",2011,"Gel",54
"54",2011,"Gel",91
"55",2011,"Gel",91
"56",2011,"Gel",54
"57",2011,"Gel",106
"58",2011,"Gel",94
"59",2011,"Gel",48
"60",2011,"Gel",57
"61",2011,"Gel",74
"63",2011,"Gel",140
"64",2011,"Gel",151
"65",2011,"Gel",234
"66",2011,"Gel",191
"67",2011,"Gel",125
"68",2011,"Gel",132
"69",2011,"Gel",102
"70",2011,"Gel",128
"71",2011,"Gel",101
"72",2011,"Gel",53
"73",2011,"Gel",267
"74",2011,"Gel",350
"75",2011,"Gel",38
"76",2011,"Gel",36
"77",2011,"Gel",72
"78",2011,"Gel",61
"79",2011,"Gel",58
"80",2011,"Gel",51
"83",2011,"Gel",101
"84",2011,"Gel",130
"85",2011,"Gel",41
"86",2011,"Gel",65
"87",2011,"Gel",78
"88",2011,"Gel",119
"89",2011,"Gel",85
"90",2011,"Gel",123
"91",2011,"Gel",54
"92",2011,"Gel",19
"94",2011,"Gel",36
"95",2011,"Gel",42
"13",2011,"Gel",72
"17",2011,"Gel",59
"24",2011,"Gel",58
"32",2011,"Gel",44
"46",2011,"Gel",71
"81",2011,"Gel",73
"62",2011,"Gel",44
"82",2011,"Gel",45
"93",2011,"Gel",31
"68",2011,"Inondation",13
"74",2011,"Inondation",16
"88",2011,"Inondation",13
"90",2011,"Inondation",5
"07",2011,"Inondation",25
"48",2011,"Inondation",20
"01",2011,"Inondation",17
"30",2011,"Inondation",22
"31",2011,"Inondation",12
"38",2011,"Inondation",23
"06",2011,"Inondation",17
"62",2011,"Inondation",4
"2A",2011,"Inondation",25
"2B",2011,"Inondation",17
"11",2011,"Inondation",22
"34",2011,"Inondation",27
"66",2011,"Inondation",22
"81",2011,"Inondation",25
"66",2011,"Sécheresse",156
"13",2011,"Inondation",12
"83",2011,"Inondation",26
"64",2011,"Inondation",26
"65",2011,"Inondation",18
"73",2011,"Inondation",21
"04",2011,"Inondation",18
"09",2011,"Inondation",13
"12",2011,"Inondation",14
"15",2011,"Inondation",21
"05",2011,"Inondation",16
"43",2011,"Inondation",9
"69",2011,"Inondation",8
"26",2011,"Inondation",10
"84",2011,"Inondation",11
"89",2011,"Inondation",6
"71",2011,"Inondation",13
"04",2011,"Sécheresse",146
"05",2011,"Sécheresse",127
"06",2011,"Sécheresse",164
"07",2011,"Sécheresse",156
"09",2011,"Sécheresse",129
"11",2011,"Sécheresse",150
"12",2011,"Sécheresse",129
"15",2011,"Sécheresse",123
"19",2011,"Sécheresse",114
"24",2011,"Sécheresse",141
"30",2011,"Sécheresse",173
"32",2011,"Sécheresse",132
"33",2011,"Sécheresse",148
"34",2011,"Sécheresse",166
"40",2011,"Sécheresse",149
"46",2011,"Sécheresse",144
"47",2011,"Sécheresse",136
"48",2011,"Sécheresse",118
"64",2011,"Sécheresse",128
"65",2011,"Sécheresse",125
"79",2011,"Sécheresse",105
"81",2011,"Sécheresse",129
"82",2011,"Sécheresse",151
"01",2011,"Sécheresse",120
"02",2011,"Sécheresse",69
"03",2011,"Sécheresse",113
"08",2011,"Sécheresse",71
"10",2011,"Sécheresse",87
"16",2011,"Sécheresse",120
"17",2011,"Sécheresse",111
"18",2011,"Sécheresse",115
"21",2011,"Sécheresse",85
"23",2011,"Sécheresse",79
"25",2011,"Sécheresse",106
"26",2011,"Sécheresse",158
"31",2011,"Sécheresse",121
"36",2011,"Sécheresse",109
"37",2011,"Sécheresse",87
"38",2011,"Sécheresse",134
"39",2011,"Sécheresse",106
"41",2011,"Sécheresse",95
"42",2011,"Sécheresse",142
"43",2011,"Sécheresse",112
"45",2011,"Sécheresse",89
"51",2011,"Sécheresse",78
"52",2011,"Sécheresse",81
"54",2011,"Sécheresse",66
"55",2011,"Sécheresse",73
"57",2011,"Sécheresse",80
"58",2011,"Sécheresse",104
"60",2011,"Sécheresse",60
"63",2011,"Sécheresse",101
"67",2011,"Sécheresse",97
"68",2011,"Sécheresse",99
"69",2011,"Sécheresse",134
"70",2011,"Sécheresse",92
"71",2011,"Sécheresse",125
"73",2011,"Sécheresse",119
"74",2011,"Sécheresse",112
"77",2011,"Sécheresse",85
"84",2011,"Sécheresse",160
"87",2011,"Sécheresse",96
"88",2011,"Sécheresse",79
"89",2011,"Sécheresse",101
"92",2011,"Sécheresse",71
"93",2011,"Sécheresse",75
"94",2011,"Sécheresse",79
"95",2011,"Sécheresse",86
"2B",2011,"Sécheresse",160
"83",2011,"Sécheresse",166
"2A",2011,"Sécheresse",168
"13",2011,"Sécheresse",161
"14",2011,"Sécheresse",41
"22",2011,"Sécheresse",48
"27",2011,"Sécheresse",65
"29",2011,"Sécheresse",43
"35",2011,"Sécheresse",50
"44",2011,"Sécheresse",64
"49",2011,"Sécheresse",77
"50",2011,"Sécheresse",38
"53",2011,"Sécheresse",70
"56",2011,"Sécheresse",54
"61",2011,"Sécheresse",49
"72",2011,"Sécheresse",76
"75",2011,"Sécheresse",80
"76",2011,"Sécheresse",63
"78",2011,"Sécheresse",66
"80",2011,"Sécheresse",47
"85",2011,"Sécheresse",82
"86",2011,"Sécheresse",99
"28",2011,"Sécheresse",75
"90",2011,"Sécheresse",70
"91",2011,"Sécheresse",65
"59",2011,"Sécheresse",48
"62",2011,"Sécheresse",33
"39",2011,"Inondation",12
"22",2011,"Inondation",3
"29",2011,"Inondation",7
"56",2011,"Inondation",9
"18",2011,"Inondation",7
"35",2011,"Inondation",6
"49",2011,"Inondation",4
"79",2011,"Inondation",5
"82",2011,"Inondation",4
"86",2011,"Inondation",5
"19",2011,"Inondation",10
"52",2011,"Inondation",3
"63",2011,"Inondation",17
"87",2011,"Inondation",7
"46",2011,"Inondation",6
"10",2011,"Inondation",4
"21",2011,"Inondation",4
"70",2011,"Inondation",12
"32",2011,"Inondation",6
"77",2011,"Inondation",4
"17",2011,"Inondation",6
"37",2011,"Inondation",7
"45",2011,"Inondation",3
"23",2011,"Inondation",7
"41",2011,"Inondation",4
"91",2011,"Inondation",2
"24",2011,"Inondation",2
"40",2011,"Inondation",5
"47",2011,"Inondation",2
"42",2011,"Inondation",8
"58",2011,"Inondation",10
"67",2011,"Inondation",7
"02",2011,"Inondation",3
"08",2011,"Inondation",3
"51",2011,"Inondation",1
"59",2011,"Inondation",3
"03",2011,"Inondation",4
"36",2011,"Inondation",3
"50",2011,"Inondation",5
"61",2011,"Inondation",4
"25",2011,"Inondation",6
"16",2011,"Inondation",4
"33",2011,"Inondation",2
"94",2011,"Inondation",1
"54",2011,"Inondation",2
"55",2011,"Inondation",2
"57",2011,"Inondation",3
"76",2011,"Inondation",4
"80",2011,"Inondation",3
"27",2011,"Inondation",1
"44",2011,"Inondation",2
"72",2011,"Inondation",1
"53",2011,"Inondation",3
"78",2011,"Inondation",1
"14",2011,"Inondation",2
"85",2011,"Inondation",2
"60",2011,"Inondation",1
"04",2012,"Gel",227
"05",2012,"Gel",264
"06",2012,"Gel",209
"09",2012,"Gel",193
"2A",2012,"Gel",140
"2B",2012,"Gel",135
"38",2012,"Gel",249
"64",2012,"Gel",174
"65",2012,"Gel",237
"66",2012,"Gel",210
"73",2012,"Gel",261
"74",2012,"Gel",347
"83",2012,"Gel",115
"01",2012,"Gel",158
"15",2012,"Gel",165
"25",2012,"Gel",170
"26",2012,"Gel",168
"2A",2012,"Inondation",29
"30",2012,"Gel",152
"31",2012,"Gel",153
"38",2012,"Inondation",28
"42",2012,"Gel",163
"43",2012,"Gel",173
"48",2012,"Gel",183
"63",2012,"Gel",175
"68",2012,"Gel",149
"73",2012,"Inondation",23
"84",2012,"Gel",161
"03",2012,"Gel",112
"07",2012,"Gel",162
"12",2012,"Gel",143
"19",2012,"Gel",123
"21",2012,"Gel",98
"23",2012,"Gel",121
"34",2012,"Gel",100
"39",2012,"Gel",157
"52",2012,"Gel",106
"58",2012,"Gel",110
"63",2012,"Inondation",19
"67",2012,"Gel",128
"68",2012,"Inondation",22
"69",2012,"Gel",105
"70",2012,"Gel",152
"71",2012,"Gel",112
"87",2012,"Gel",85
"88",2012,"Gel",129
"88",2012,"Inondation",13
"90",2012,"Gel",132
"13",2012,"Gel",85
"61",2012,"Gel",76
"71",2012,"Inondation",15
"01",2012,"Inondation",24
"25",2012,"Inondation",14
"39",2012,"Inondation",19
"42",2012,"Inondation",14
"64",2012,"Inondation",18
"67",2012,"Inondation",3
"70",2012,"Inondation",9
"74",2012,"Inondation",21
"81",2012,"Inondation",16
"90",2012,"Inondation",11
"51",2012,"Gel",96
"77",2012,"Gel",76
"79",2012,"Gel",75
"10",2012,"Gel",82
"16",2012,"Gel",76
"18",2012,"Gel",89
"24",2012,"Gel",79
"28",2012,"Gel",85
"32",2012,"Gel",60
"33",2012,"Gel",82
"36",2012,"Gel",77
"40",2012,"Gel",77
"41",2012,"Gel",82
"45",2012,"Gel",69
"46",2012,"Gel",79
"47",2012,"Gel",64
"81",2012,"Gel",87
"82",2012,"Gel",70
"86",2012,"Gel",76
"89",2012,"Gel",93
"91",2012,"Gel",59
"11",2012,"Gel",86
"57",2012,"Gel",107
"17",2012,"Gel",72
"27",2012,"Gel",68
"35",2012,"Gel",52
"37",2012,"Gel",63
"44",2012,"Gel",48
"49",2012,"Gel",51
"54",2012,"Gel",85
"55",2012,"Gel",84
"56",2012,"Gel",71
"60",2012,"Gel",66
"72",2012,"Gel",65
"75",2012,"Gel",49
"76",2012,"Gel",49
"78",2012,"Gel",61
"85",2012,"Gel",61
"02",2012,"Gel",68
"08",2012,"Gel",85
"59",2012,"Gel",58
"62",2012,"Gel",51
"80",2012,"Gel",62
"14",2012,"Gel",60
"22",2012,"Gel",53
"29",2012,"Gel",47
"50",2012,"Gel",64
"53",2012,"Gel",66
"93",2012,"Gel",37
"94",2012,"Gel",40
"95",2012,"Gel",48
"92",2012,"Gel",31
"58",2012,"Inondation",6
"2B",2012,"Inondation",15
"40",2012,"Inondation",8
"83",2012,"Inondation",20
"07",2012,"Sécheresse",145
"62",2012,"Inondation",7
"59",2012,"Inondation",3
"30",2012,"Sécheresse",154
"34",2012,"Sécheresse",148
"83",2012,"Sécheresse",160
"04",2012,"Sécheresse",137
"05",2012,"Sécheresse",127
"11",2012,"Sécheresse",144
"12",2012,"Sécheresse",121
"13",2012,"Sécheresse",148
"15",2012,"Sécheresse",114
"16",2012,"Sécheresse",103
"19",2012,"Sécheresse",106
"46",2012,"Sécheresse",132
"48",2012,"Sécheresse",114
"09",2012,"Sécheresse",123
"17",2012,"Sécheresse",90
"24",2012,"Sécheresse",113
"31",2012,"Sécheresse",123
"32",2012,"Sécheresse",118
"33",2012,"Sécheresse",119
"40",2012,"Sécheresse",128
"47",2012,"Sécheresse",120
"64",2012,"Sécheresse",119
"65",2012,"Sécheresse",105
"81",2012,"Sécheresse",128
"82",2012,"Sécheresse",132
"87",2012,"Sécheresse",78
"03",2012,"Sécheresse",98
"10",2012,"Sécheresse",74
"18",2012,"Sécheresse",100
"21",2012,"Sécheresse",82
"23",2012,"Sécheresse",77
"36",2012,"Sécheresse",93
"42",2012,"Sécheresse",110
"45",2012,"Sécheresse",72
"58",2012,"Sécheresse",96
"89",2012,"Sécheresse",83
"41",2012,"Sécheresse",72
"63",2012,"Sécheresse",90
"68",2012,"Sécheresse",86
"71",2012,"Sécheresse",104
"73",2012,"Sécheresse",114
"77",2012,"Sécheresse",69
"94",2012,"Sécheresse",66
"95",2012,"Sécheresse",63
"07",2012,"Inondation",24
"09",2012,"Inondation",10
"31",2012,"Inondation",8
"65",2012,"Inondation",13
"66",2012,"Inondation",9
"2A",2012,"Sécheresse",161
"34",2012,"Inondation",25
"66",2012,"Sécheresse",148
"29",2012,"Sécheresse",26
"26",2012,"Sécheresse",142
"84",2012,"Sécheresse",144
"56",2012,"Sécheresse",42
"06",2012,"Sécheresse",144
"04",2012,"Inondation",16
"06",2012,"Inondation",24
"30",2012,"Inondation",18
"05",2012,"Inondation",18
"15",2012,"Inondation",17
"48",2012,"Inondation",17
"26",2012,"Inondation",22
"03",2012,"Inondation",9
"11",2012,"Inondation",10
"43",2012,"Inondation",15
"69",2012,"Inondation",9
"12",2012,"Inondation",16
"19",2012,"Inondation",4
"33",2012,"Inondation",5
"87",2012,"Inondation",5
"29",2012,"Inondation",7
"56",2012,"Inondation",5
"10",2012,"Inondation",5
"89",2012,"Inondation",3
"2B",2012,"Sécheresse",147
"38",2012,"Sécheresse",113
"74",2012,"Sécheresse",96
"01",2012,"Sécheresse",106
"16",2012,"Inondation",3
"17",2012,"Inondation",4
"24",2012,"Inondation",3
"25",2012,"Sécheresse",90
"39",2012,"Sécheresse",88
"43",2012,"Sécheresse",95
"46",2012,"Inondation",4
"52",2012,"Sécheresse",74
"54",2012,"Sécheresse",60
"55",2012,"Sécheresse",60
"57",2012,"Sécheresse",77
"67",2012,"Sécheresse",90
"69",2012,"Sécheresse",109
"70",2012,"Sécheresse",86
"79",2012,"Inondation",9
"84",2012,"Inondation",19
"85",2012,"Inondation",5
"86",2012,"Inondation",4
"88",2012,"Sécheresse",79
"90",2012,"Sécheresse",63
"21",2012,"Inondation",7
"44",2012,"Sécheresse",63
"79",2012,"Sécheresse",88
"86",2012,"Sécheresse",82
"35",2012,"Inondation",2
"78",2012,"Inondation",2
"91",2012,"Inondation",3
"02",2012,"Sécheresse",45
"08",2012,"Sécheresse",62
"14",2012,"Sécheresse",36
"27",2012,"Sécheresse",57
"28",2012,"Sécheresse",60
"35",2012,"Sécheresse",38
"37",2012,"Sécheresse",69
"49",2012,"Sécheresse",64
"51",2012,"Sécheresse",67
"53",2012,"Sécheresse",53
"59",2012,"Sécheresse",43
"60",2012,"Sécheresse",52
"61",2012,"Sécheresse",42
"72",2012,"Sécheresse",57
"75",2012,"Sécheresse",64
"76",2012,"Sécheresse",50
"78",2012,"Sécheresse",59
"80",2012,"Sécheresse",44
"85",2012,"Sécheresse",69
"91",2012,"Sécheresse",57
"92",2012,"Sécheresse",61
"93",2012,"Sécheresse",60
"32",2012,"Inondation",5
"82",2012,"Inondation",2
"13",2012,"Inondation",10
"55",2012,"Inondation",3
"52",2012,"Inondation",1
"54",2012,"Inondation",3
"57",2012,"Inondation",2
"77",2012,"Inondation",2
"22",2012,"Sécheresse",37
"50",2012,"Sécheresse",33
"62",2012,"Sécheresse",34
"23",2012,"Inondation",5
"27",2012,"Inondation",1
"28",2012,"Inondation",1
"08",2012,"Inondation",5
"41",2012,"Inondation",6
"51",2012,"Inondation",2
"18",2012,"Inondation",1
"60",2012,"Inondation",2
"22",2012,"Inondation",2
"02",2012,"Inondation",1
"37",2012,"Inondation",4
"45",2012,"Inondation",2
"76",2012,"Inondation",3
"80",2012,"Inondation",2
"36",2012,"Inondation",4
"14",2012,"Inondation",2
"53",2012,"Inondation",4
"44",2012,"Inondation",4
"50",2012,"Inondation",3
"61",2012,"Inondation",3
"72",2012,"Inondation",2
"49",2012,"Inondation",2
"47",2012,"Inondation",1
"01",2013,"Gel",157
"04",2013,"Gel",218
"05",2013,"Gel",282
"06",2013,"Gel",193
"07",2013,"Gel",165
"09",2013,"Gel",201
"11",2013,"Gel",114
"15",2013,"Gel",169
"25",2013,"Gel",170
"26",2013,"Gel",159
"2A",2013,"Gel",173
"2A",2013,"Inondation",29
"2B",2013,"Gel",144
"30",2013,"Gel",165
"31",2013,"Gel",212
"38",2013,"Gel",262
"39",2013,"Gel",159
"42",2013,"Gel",157
"43",2013,"Gel",170
"48",2013,"Gel",186
"51",2013,"Gel",115
"58",2013,"Gel",125
"63",2013,"Gel",171
"64",2013,"Gel",194
"65",2013,"Gel",249
"66",2013,"Gel",209
"67",2013,"Gel",149
"68",2013,"Gel",158
"68",2013,"Inondation",20
"69",2013,"Gel",131
"70",2013,"Gel",153
"71",2013,"Gel",127
"73",2013,"Gel",271
"74",2013,"Gel",332
"83",2013,"Gel",103
"84",2013,"Gel",162
"90",2013,"Gel",152
"02",2013,"Gel",94
"03",2013,"Gel",133
"08",2013,"Gel",116
"10",2013,"Gel",98
"12",2013,"Gel",139
"13",2013,"Gel",93
"16",2013,"Gel",83
"17",2013,"Gel",78
"18",2013,"Gel",104
"19",2013,"Gel",143
"21",2013,"Gel",119
"23",2013,"Gel",128
"24",2013,"Gel",85
"27",2013,"Gel",87
"28",2013,"Gel",104
"2B",2013,"Inondation",19
"33",2013,"Gel",80
"34",2013,"Gel",109
"35",2013,"Gel",59
"36",2013,"Gel",93
"37",2013,"Gel",74
"41",2013,"Gel",91
"44",2013,"Gel",53
"45",2013,"Gel",85
"46",2013,"Gel",101
"49",2013,"Gel",67
"50",2013,"Gel",71
"52",2013,"Gel",113
"53",2013,"Gel",84
"54",2013,"Gel",105
"55",2013,"Gel",104
"56",2013,"Gel",79
"57",2013,"Gel",121
"60",2013,"Gel",86
"61",2013,"Gel",94
"72",2013,"Gel",82
"76",2013,"Gel",75
"77",2013,"Gel",97
"78",2013,"Gel",78
"79",2013,"Gel",84
"81",2013,"Gel",118
"82",2013,"Gel",71
"85",2013,"Gel",67
"86",2013,"Gel",78
"87",2013,"Gel",113
"88",2013,"Gel",133
"89",2013,"Gel",107
"91",2013,"Gel",77
"32",2013,"Gel",63
"66",2013,"Sécheresse",142
"01",2013,"Inondation",23
"58",2013,"Inondation",12
"63",2013,"Inondation",16
"71",2013,"Inondation",17
"73",2013,"Inondation",25
"40",2013,"Gel",71
"59",2013,"Gel",84
"80",2013,"Gel",80
"47",2013,"Gel",59
"62",2013,"Gel",78
"75",2013,"Gel",73
"93",2013,"Gel",58
"95",2013,"Gel",62
"14",2013,"Gel",72
"22",2013,"Gel",67
"29",2013,"Gel",60
"31",2013,"Inondation",13
"40",2013,"Inondation",10
"64",2013,"Inondation",37
"65",2013,"Inondation",23
"92",2013,"Gel",43
"94",2013,"Gel",58
"09",2013,"Inondation",16
"04",2013,"Inondation",18
"05",2013,"Inondation",21
"06",2013,"Inondation",26
"07",2013,"Inondation",30
"30",2013,"Inondation",25
"32",2013,"Inondation",6
"34",2013,"Inondation",27
"48",2013,"Inondation",27
"81",2013,"Inondation",18
"83",2013,"Inondation",19
"84",2013,"Inondation",19
"29",2013,"Inondation",6
"70",2013,"Inondation",16
"90",2013,"Inondation",10
"15",2013,"Inondation",20
"18",2013,"Inondation",6
"19",2013,"Inondation",7
"21",2013,"Inondation",11
